sample_alias	instrument_model	library_name	library_source	library_selection	library_strategy	design_description	library_construction_protocol	insert_size	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5
BTP_260	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.260Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.260Body.swab.fastq.gz	
BTP_261	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.261Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.261Body.swab.fastq.gz	
BTP_262	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.262Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.262Body.swab.fastq.gz	
BTP_263	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.263Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.263Body.swab.fastq.gz	
BTP_264	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.264Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.264Body.swab.fastq.gz	
BTP_265	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.265Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.265Body.swab.fastq.gz	
BTP_27	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Creek.Water.BTP.27Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Creek.Water.BTP.27Water.fastq.gz	
BTP_28	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Egg.Water.BTP.28Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Egg.Water.BTP.28Water.fastq.gz	
BTP_29	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Egg.Sediment.BTP.29Soil.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Egg.Sediment.BTP.29Soil.fastq.gz	
BTP_30	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Egg.Sediment.BTP.30Soil.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Egg.Sediment.BTP.30Soil.fastq.gz	
BTP_30.1	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Creek.water.BTP.30.1Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Creek.water.BTP.30.1Water.fastq.gz	
BTP_30.2	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Egg.water.BTP.30.2Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Egg.water.BTP.30.2Water.fastq.gz	
BTP_43	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Egg.BTP.43Egg.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Egg.BTP.43Egg.swab.fastq.gz	
BTP_44	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Egg.BTP.44Egg.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Egg.BTP.44Egg.swab.fastq.gz	
BTP_45	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Egg.BTP.45Egg.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Egg.BTP.45Egg.swab.fastq.gz	
BTP_100	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.100Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.100Body.swab.fastq.gz	
BTP_101	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.101Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.101Body.swab.fastq.gz	
BTP_102	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.102Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.102Body.swab.fastq.gz	
BTP_103	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.103Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.103Body.swab.fastq.gz	
BTP_154	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.154Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.154Body.swab.fastq.gz	
BTP_155	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.155Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.155Body.swab.fastq.gz	
BTP_156	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.156Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.156Body.swab.fastq.gz	
BTP_158	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.158Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.158Body.swab.fastq.gz	
BTP_159	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.159Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.159Body.swab.fastq.gz	
BTP_160	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.160Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.160Body.swab.fastq.gz	
BTP_162	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.162Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.162Body.swab.fastq.gz	
BTP_163	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.163Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.163Body.swab.fastq.gz	
BTP_164	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.164Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.BTP.164Body.swab.fastq.gz	
BTP_193	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.1.BTP.193Sample.1.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.1.BTP.193Sample.1.fastq.gz	
BTP_194	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.1.BTP.194Sample.2.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.1.BTP.194Sample.2.fastq.gz	
BTP_195	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.1.BTP.195Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.1.BTP.195Body.swab.fastq.gz	
BTP_196	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.2.BTP.196Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.2.BTP.196Body.swab.fastq.gz	
BTP_197	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.3.BTP.197Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.3.BTP.197Body.swab.fastq.gz	
BTP_198	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.4.BTP.198Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.4.BTP.198Body.swab.fastq.gz	
BTP_200	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.6.BTP.200Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.6.BTP.200Body.swab.fastq.gz	
BTP_201	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.7.BTP.201Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.7.BTP.201Body.swab.fastq.gz	
BTP_202	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.8.BTP.202Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.8.BTP.202Body.swab.fastq.gz	
BTP_203	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.9.BTP.203Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.9.BTP.203Body.swab.fastq.gz	
BTP_204	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.10.BTP.204Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Black.Metamorph.10.BTP.204Body.swab.fastq.gz	
BTP_206	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.2.BTP.206Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.2.BTP.206Body.swab.fastq.gz	
BTP_207	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.3.BTP.207Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.3.BTP.207Body.swab.fastq.gz	
BTP_208	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.4.BTP.208Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.4.BTP.208Body.swab.fastq.gz	
BTP_209	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.5.BTP.209Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.5.BTP.209Body.swab.fastq.gz	
BTP_210	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.6.BTP.210Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.6.BTP.210Body.swab.fastq.gz	
BTP_211	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.7.BTP.211Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.7.BTP.211Body.swab.fastq.gz	
BTP_212	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.8.BTP.212Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.8.BTP.212Body.swab.fastq.gz	
BTP_213	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.9.BTP.213Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.9.BTP.213Body.swab.fastq.gz	
BTP_214	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.10.BTP.214Body.swab.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Camo.Metamorph.10.BTP.214Body.swab.fastq.gz	
BTP_215	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.2.BTP.215Sample.1.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.2.BTP.215Sample.1.fastq.gz	
BTP_216	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.2.BTP.216Sample.2.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Tadpole.Dead.2.BTP.216Sample.2.fastq.gz	
BTP_217	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Aquatic.Sediment.3.BTP.217Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Aquatic.Sediment.3.BTP.217Sediment.fastq.gz	
BTP_218	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Aquatic.Sediment.2.BTP.218Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Aquatic.Sediment.2.BTP.218Sediment.fastq.gz	
BTP_219	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Aquatic.Sediment.1.BTP.219Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Aquatic.Sediment.1.BTP.219Sediment.fastq.gz	
BTP_220	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Water.3.BTP.220Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Water.3.BTP.220Water.fastq.gz	
BTP_221	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Water.2.BTP.221Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Water.2.BTP.221Water.fastq.gz	
BTP_222	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Water.1.BTP.222Water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Water.1.BTP.222Water.fastq.gz	
BTP_223	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Upland.soil.3.BTP.223Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Upland.soil.3.BTP.223Sediment.fastq.gz	
BTP_224	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Upland.soil.2.BTP.224Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Upland.soil.2.BTP.224Sediment.fastq.gz	
BTP_225	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Upland.soil.1.BTP.225Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Upland.soil.1.BTP.225Sediment.fastq.gz	
BTP_227	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.227Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.227Skin.fastq.gz	
BTP_228	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Adult.Male.BTP.228Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Adult.Male.BTP.228Skin.fastq.gz	
BTP_229	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.229Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.229Skin.fastq.gz	
BTP_230	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.230Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.230Skin.fastq.gz	
BTP_231	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.231Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.231Skin.fastq.gz	
BTP_232	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.232Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.232Skin.fastq.gz	
BTP_233	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.233Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.233Skin.fastq.gz	
BTP_234	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Sediment.BTP.234Sediment.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Sediment.BTP.234Sediment.fastq.gz	
BTP_235	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Environment.Side.2.BTP.235Lake.water.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Environment.Side.2.BTP.235Lake.water.fastq.gz	
BTP_236	Illumina MiSeq	AAToadFungi20	METAGENOMIC	PCR	AMPLICON	ITS amplicon was used to idnetify fungal community in each sample	EMP ITS protocol	230	Undetermined_S0_L001_R1_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.236Skin.fastq.gz		Undetermined_S0_L001_R2_001.fastq.gz_Anaxyrus.boreas.Metamorph.BTP.236Skin.fastq.gz	
